,username,komentar_netizen,tanggal_dibuat,clean_text
171,sokapdh,&gt; pembangunan ikn &gt; mendukung ibukota tetap di jakarta ???,Sat Jan 27 16:38:02 +0000 2024,gitu bangun ikn gitu dukung ibukota jakarta
172,dudungsutiawan2,GP jubir partai pengusung rezim Jokowi mulai gamang &amp; ragu ttg IKN. AMIN kan aja dulu baru nanti setelah rakyat merdeka jilid II dan sejahtera kita bicara ibukota.,Fri Jan 26 06:10:56 +0000 2024,gp juru bicara partai usung rezim jokowi gamang amp ragu ikn amin rakyat merdeka jilid ii sejahtera bicara ibukota
173,AH_SiregarXIX,KCIC sepi Pak @jokowi IKN akan juga sepi kayak kuburan. Jadi pemimpin mbok ya realistis yg logis. Pemerataan itu yg dipintah pusat2 industri perbanyak investasi di daerah bukan bangun Ibukota baru mindahkan ASN. ,Thu Jan 25 05:52:24 +0000 2024,kcic sepi ikn sepi kayak kubur pimpin mbok iya realistis logis perata pin pusat2 industri investasi daerah bangun ibukota mindahkan asn
174,kusjantonoWK,Cari sendiri aja untuk detailnya . Gagasan yang besar ttg ibukota negara IKN hilirisasi dan perkara Freeport adalah keberhasilan Pak Jokowi . ,Thu Jan 25 02:52:53 +0000 2024,cari detail gagas ibukota negara ikn hilir perkara freeport hasil jokowi
175,_middleofmarch_,anw ikn jg perlu 400TRILIUN.... yg manfaatnya gak bisa dirasain semua org 400T cuma buat simbol apasiiihhhh ni fyi ikn tuh pemindahan ibukota ke kalimantan itulo,Fri Jan 26 13:57:28 +0000 2024,anw ikn 400triliun manfaat dirasain orang 400t simbol apasiiihhhh informasi ikn pindah ibukota kah kalimantan itulo
176,itsaaidan,Ini kemaren yg jd pertimbangan bapake ga sreg sm 01 karena menurut bapake IKN bakal bagus buat pemerataan. Karena ngeliat univ2 yg dibangun di pwt aja udh cukup 'menghidupkan' masy di sekitarnya apalagi kalo setara ibukota negara Memang pilpres itu kompleks ya ges,Fri Jan 26 22:31:33 +0000 2024,kemarin timbang bapake sreg bapake ikn bagus perata lihat univ2 bangun pwt hidup masyarakat tara ibukota negara pilpres kompleks iya ges
177,ImamJumhuri,IKN itu... apabila dianalisa dari luar bahwa seluruh pendukung dan pengusung adalah yg mendapatkan keuntungan --lahan dan proyek. Tapi tidak terkena dampaknya. Yakin bahwa seluruh ASN yg bekerja di Ibukota pasti TIDAK MAU DIPINDAH KE IKN . Mereka yg terdampak. Kasihan mereka.,Thu Jan 25 08:57:11 +0000 2024,ikn dianalisa dukung usung untung lahan proyek kena dampak asn kerja ibukota pindah kah ikn dampak kasihan
178,nousername2202,Masalahnya adalah IKN yg sekarang ini terlalu ugal-ugalan pelaksanaannya. Gua sih gpp kalo mau buat ibukota baru cuma ya itu agenda long-term yg. Publik juga harus dilibatkan dalam prosesnya mulai dari kajian awal sampai proses pembangunannya.,Sat Jan 27 10:06:35 +0000 2024,ikn ugalugalan laksana sih ibukota iya agenda longterm publik libat proses kaji proses bangun
179,ark_elzasha,IKN mau ga mau bakal lanjut karena udah ada UUnya cuma pembangunannya mungkin ga bakal sejor-joran sekarang. It takes too much money pemindahan ibukota seharusnya dilakukan bertahap dan tidak tergesa-gesa.,Sat Jan 27 05:26:48 +0000 2024,ikn uunya bangun jorjoran it takes too much money pindah ibukota laku tahap tergesagesa
180,dprddkijakarta,Dewan Ungkap 3 Alasan Ibukota Pindah ke IKN. #DPRD #DPRDdkijakarta https://t.co/AisDSPPQ7d,Fri Jan 26 04:05:30 +0000 2024,dewan alas ibukota pindah kah ikn
181,ujbslayfm,pemindahan ibukota bukan pembuatan ibukota dari 0 ini saja tidak dipahami bagaimana Investor mau tertarik? sangat jelas proyek ini menguntungkan pemilik2 lahan dan perusahaan2 sekitar IKN kita didesak pemerintah utk menrima saja kptusan mereka sedih tidak? ya sangat kecewa,Sat Jan 27 00:45:16 +0000 2024,pindah ibukota ibukota paham investor tarik proyek untung pemilik2 lahan perusahaan2 ikn desak perintah menrima kptusan sedih iya kecewa
182,mandomaverick,Ibukota pindah IKN enak yak kaga bisa didemo ,Fri Jan 26 01:49:12 +0000 2024,ibukota pindah ikn enak yak demo
183,TheArieAir,sudah sering kubahas IKN nantinya kalopun diterusin jatuhnya bukanlah pemindahan ibukota namun semacam istana spt tampak siring dan sebagai tempat wisata itu kalo diterusin kalo gak punya duit ya.... mangkrak jadi kota hantu,Fri Jan 26 16:10:43 +0000 2024,bahas ikn kalo diterusin jatuh pindah ibukota istana siring wisata diterusin uang iya mangkrak kota hantu
184,kuda_kabal,Gua jga setuju sama konsep IKN tapi yah negara mana yg pindah ibukota dan kotanya mulai dari 0,Sat Jan 27 05:42:58 +0000 2024,tuju konsep ikn yah negara pindah ibukota kota
185,bornfromillness,Pemindahan ibukota (IKN) kenapa tiba-tiba dilakukan? Rencana pemindahan ibukota itu sudah ada sejak jaman Soekarno dan bukan hal baru. Tapi baru dieksekusi secara serius di pemerintahan yang sekarang,Sat Jan 27 04:36:04 +0000 2024,pindah ibukota ikn tibatiba laku rencana pindah ibukota jaman soekarno eksekusi serius perintah
186,HendroBatuayau,Dewan Ungkap 3 Alasan Ibukota Pindah ke IKN Nasional 25 January 2024 https://t.co/FSdbrUppTJ,Thu Jan 25 10:51:13 +0000 2024,dewan alas ibukota pindah kah ikn nasional january
187,medicalsherry,@ardi_tama1 Gw cm ga sreg dgn pembangunannya yg berasa dikebut like lu tuh bangun ibukota...bukan bangun kota biasa. Dan gw yakin IKN bakal memajukan area sekitarnya. Jakarta itu kan berkembang sekitarnya (bodetabek) Jakarta jd pusat ekonomi IKN pusat pemerintahan,Fri Jan 26 10:51:43 +0000 2024,sreg bangun asa kebut like bangun ibukotabukan bangun kota ikn maju area jakarta kembang bodetabek jakarta pusat ekonomi ikn pusat perintah
188,merlionelle,Gue juga gpp jkt ga jadi ibukota. Tapi memindahkan ke kota baru tuh kayak ... Plus kenapa ga ke kota yg udah ada? Plus lagi coba kalo ada waktu nonton yutub yg kemal diskusi sama sammy oke tuh diskusi sehat antara yg pro vs kontra ikn. And u find somethinh why ikn dikebut.,Sat Jan 27 02:54:29 +0000 2024,jakarta ibukota pindah kah kota kayak plus kah kota plus coba nonton yutub kemal diskusi sammy oke diskusi sehat profesional vs kontra ikn and find somethinh why ikn kebut
189,omiT__T,ANJIR BARU BACA YANG IBUKOTA TETAP DI JAKARTA gak dulu deh better ttp di ikn,Sat Jan 27 17:30:26 +0000 2024,anjing baca ibukota jakarta deh better ikn
190,tertibnalar_,@ardi_tama1 Kepadatan vertikal Jakarta itu rendah. policy pemerintah soal transportasi dan housing yg bikin pemukiman sprawling ke suburb. Perbaiki itu akan lebih baik daripada bangun Ibukota baru di Kalimantan. Kurangin mobilitas dan beban Jakarta via IKN itu asumsi genit hitungannya mana?,Sat Jan 27 03:32:20 +0000 2024,padat vertikal jakarta rendah policy perintah transportasi housing bikin mukim sprawling kah suburb bangun ibukota kalimantan rangin mobilitas beban jakarta via ikn asumsi genit hitung
191,ronaaje,MAKSUDNYA KENAPA JUGA PAK ANIES DI HATE BGT KRN TTP JDIIN JKT IBUKOTA. PADAHAL PAK ANIES OPEN DIALOG BUKAN BERARTI IKN ITU GAMUNGKIN TERJADI. TETEP MUNGKIN DENGAN DIALOG YG PANJANG MEMPERTIMBANGKAN RAKYAT JUGA DIBENAH YG CURANG2.,Sat Jan 27 03:15:51 +0000 2024,maksud anies hate banget jdiin jakarta ibukota anies open dialog arti ikn gamungkin tetep dialog timbang rakyat benah curang2
192,amerta_sedana,@AlfatihDhany ow mungkin karena ibukota negara akan pindah ke IKN istana negara akan dijadikan gudang Bulog mgkin atau mgkin juga untuk gudang beras import yg 2 5 juta ton itu mgkin juga,Fri Jan 26 07:58:52 +0000 2024,ow ibukota negara pindah kah ikn istana negara gudang bulog gudang beras import juta ton
193,ekonwijaya,@SemenjanaPG @Pak_JK mungkin klu di IKN dia tidak bisa mengendalikan zetsu putih untuk menekan pemerintah....jadi dia mendukung paslon yang menolak pemindahan ibukota...,Sat Jan 27 11:51:28 +0000 2024,klu ikn kendali zetsu putih tekan pemerintahjadi dukung paslon tolak pindah ibukota
194,ark_elzasha,Percuma pindah ibukota kalau pusat perekonomian masih di jawa :/ Aku lebih setuju untuk membangun kota-kota lain agar titik perekonomian bisa tersebar rata se-Indonesia daripada menghabiskan uang negara di IKN.,Sat Jan 27 05:26:50 +0000 2024,pindah ibukota pusat ekonomi jawa tuju bangun kotakota titik ekonomi sebar indonesia habis uang negara ikn
195,caknorriz,Omong kosong bangun IKN atas nama demi pemerataan pembangunan . Pemerataan pembangunan harusnya kota/daerah lain itu dibangun hingga taraf hidup atau kualitasnya setara dengan yg maju. Solusinya bukan malah bangun ibukota baru di satu titik fokus itu gak nyelesain masalah.,Fri Jan 26 06:02:15 +0000 2024,omong kosong bangun ikn nama perata bangun perata bangun kotadaerah bangun taraf hidup kualitas tara maju solusi bangun ibukota titik fokus nyelesain
196,hermanberserker,@ardi_tama1 ini imho emg gada base data. cuma penampakan kasar. US merdeka 1776 pindah2 ibukota beberapa kali. gap antar federal ga terlalu jauh beda case sama IKN yg bener2 start from zero (ga salah juga memanfaatkan luas daerah yg belum dijangkau jd jawaban yg tepat akan kapan(cont),Sat Jan 27 07:09:16 +0000 2024,in my humble opinion gada base data kasar us merdeka pindah2 ibukota kali gap federal beda case ikn bener bener start from zero salah manfaat luas daerah jangkau kapancont
197,MithaDisa,@KotaNusantara IKN IKN Ibukota Negara baru yang sangat dinantikan #IbuKotaNegara,Sat Jan 27 00:21:34 +0000 2024,ikn ikn ibukota negara
198,ssyalalaa,IKN di masa sekarang tuh udah kelamaan pas awal kemerderaan harusnya udah pisah antara ibukota &amp; kota metropolitan. Apalagi indonesia luas. US &amp; china beda antara ibukota &amp; metropolitan. Biar pembangunan ga melulu di jkt doang. Mana udah mau tenggelam itu kota.,Fri Jan 26 04:36:19 +0000 2024,ikn pas kemerderaan pisah ibukota amp kota metropolitan indonesia luas us amp china beda ibukota amp metropolitan biar bangun melulu jakarta tenggelam kota
199,parewamalam,@GeiszChalifah Dia pengecut kok setelah nantang² Anies soal reklamasi akhirnya diam sendiri sakit hati reklamasi mindahin ibukota ke IKN,Sat Jan 27 02:08:20 +0000 2024,kecut nantang anies reklamasi diam sakit hati reklamasi mindahin ibukota kah ikn
200,AnandaR68975933,@Mualif1220 @huikenn @undipmenfess Gak lah 1 titik di IKN bakal bikin kota2 di kalimantan jd lebih berkembang mas krna y pasti IKN sangat mempengaruhi perekonomian disana. Tp kalo pembngunan 40 kota tapi ibukota masih jkt ya pada akhirnya ttp jawa sentris kan.,Sat Jan 27 03:34:03 +0000 2024,titik ikn bikin kota2 kalimantan kembang mas krna ya ikn pengaruh ekonomi pembngunan kota ibukota jakarta iya jawa sentris
201,natanremyless,@ardi_tama1 @asrulgilang1 Ya saya juga setuju ibukota pindah karena liat jakarta dan masyarakat nya yg kaya gini Tapi yg saya setujui pindah ke kota yg fokus pemerintahan seperti washington DC IKN tidak dibangun seperti itu dan akan cepat penuh lagi sprtii Jakarta pemerataan pembangunan kota² di tiap-,Sat Jan 27 07:04:47 +0000 2024,iya tuju ibukota pindah lihat jakarta masyarakat nya kaya tuju pindah kah kota fokus perintah washington dc ikn bangun cepat penuh sprtii jakarta perata bangun kota
202,AryaPratam8468,@detikcom IKN Akan di isi oleh Orang - orang ASN yg bermasalah baik yg di DKI atau di Daerah untuk menyelamatkan Wajah Jokowi IKN di paksakan jadi Ibukota Negara.,Sat Jan 27 06:34:35 +0000 2024,ikn isi orang orang asn daerah khusus ibukota daerah selamat wajah jokowi ikn paksa ibukota negara
203,villain_214,@ardi_tama1 Pndah ibukota bukan berarti buat kota baru kan. Implementasi ikn sekarang banyak ruginya. Rugi ekologis maupun financial,Sat Jan 27 08:57:15 +0000 2024,pndah ibukota arti kota implementasi ikn rugi rugi ekologis financial
204,orunamen,@nanmollaun @tentara_sinyal @kafir_introvert IKN dan tenaga kerja yg dibutuhin itu gimana korelasinya? IKN kan dibangun buat pusat pemerintahan ya otomatis yg kerja di sana ASN yg pindah dari ibukota dong?,Thu Jan 25 21:04:55 +0000 2024,ikn tenaga kerja dibutuhin korelasi ikn bangun pusat perintah iya otomatis kerja asn pindah ibukota
205,terkap4r,@UNSfess_ menurut gue gaada urgensi buat ikn kalo cuma karena indo gapernah buat ibukota sendiri tapi karena terlanjur dibuat ya harus dikelarin ,Fri Jan 26 12:05:55 +0000 2024,uang urgensi ikn indonesia gapernah ibukota lanjur iya dikelarin
206,Adiit_123321,@ardi_tama1 IKN itu bukan masalah karna pernah dngar pak Anies bilang soal IKN perlu dievaluasi. Pindah ibukota perlu tp gak harus trburu². Itulah knpa gue lebih stuju dngan upgrade 40 kota scara merata. Biar gak harus ke jawa untuk nikmati fasilitas yg ada disana.,Sat Jan 27 09:00:21 +0000 2024,ikn dngar anies bilang ikn evaluasi pindah ibukota trburu stuju dngan upgrade kota biar kah jawa nikmat fasilitas
207,Lewatin10,@Kimberley_PS08 Bukannya kalo investasi sekelas IKN harusnya jelas dan transparan ya? Karena ini menyangkut ibukota negara. Kalo disembunyikan bukannya malah membahayakan buat NKRI,Fri Jan 26 13:12:24 +0000 2024,investasi kelas ikn transparan iya sangkut ibukota negara sembunyi bahaya nkri
208,hanifrahmanCAP,@Prixymiata @springnebula Padet sebagai ibukota negara dan dari semua kandidat yg brani ngelanjutin cuma 02 sama 03 tapi BIG No buat 03 karna partainya terlalu sombong sedangkan 01 janjinya emang terlalu manis dan paling bikin ga srek sama 01 karna dia ga akan ngelanjutin IKN jd mau gamau emg menurut 02,Thu Jan 25 05:29:09 +0000 2024,padet ibukota negara kandidat brani ngelanjutin big nomor partai sombong janji manis bikin srek ngelanjutin ikn
209,hayukitangopi,@undipmenfess Anda tau ga ada kota2 besar di indonesia yg trnyata level nya terlalu jauh dgn ibukota jakarta? Itu yg hrs dibangun supaya indonesia tdk jawa sentris bukan IKN! Yg paling simple aja dlu coba bayangkan Kota2 besar indonesia ada transportasi kaya jakarta terintegrasi jaklingko ,Sat Jan 27 03:39:17 +0000 2024,kota2 indonesia trnyata level nya ibukota jakarta bangun indonesia jawa sentris ikn simple coba bayang kota2 indonesia transportasi kaya jakarta integrasi jaklingko
210,yawdalayaw,@ardi_tama1 padatnya jakarta kan karna pusat ekonomi dipusatkan di jakarta seorang kalau pusat pemerintahan pindah ya jakarta tetep macet semrawut juga. itu salah satu jastifikasi IKN yg menurut sy ga make sense. masalah jakarta ga akan selesai hanya karna ibukota pindah.,Sat Jan 27 07:25:10 +0000 2024,padat jakarta pusat ekonomi pusat jakarta orang pusat perintah pindah iya jakarta tetep macet semrawut salah jastifikasi ikn make sense jakarta selesai ibukota pindah
211,cxxxyg,@ardi_tama1 APA URGENSI IKN? dgn anggaran yg terbatas kita ingin anggaran ini digunakan utk kebutuhan bukan keinginan. jika saat ini ada uang kita pake utk kesejahteraan rakyat &amp; ibukota ttp di jakarta kan tidak ada terjadi mslh kan? tp kalo ibu kota pindah sdgkn rakyat miskin itu jd mslh,Sat Jan 27 11:49:09 +0000 2024,urgensi ikn anggar batas anggar butuh uang pakai sejahtera rakyat amp ibukota jakarta kota pindah rakyat miskin
212,sayakanikanhehe,@lckystrikz @itbfess dan salah satu kajian dari ikn ini adalah pemerataan padahal paslon tersebut keliatan mempertanyakan tentang ikn ini menurut lu gmn? gabisa dipungkiri kl majunya jkt ini juga karna ibukota negara mau nambah 40 ibukota negara lagi kh?,Sat Jan 27 04:12:03 +0000 2024,salah kaji ikn perata paslon lihat ikn bagamana dipungkiri maju jakarta ibukota negara nambah ibukota negara kh
213,nauwannaride,@hahehehhah @areva_ka @undipmenfess berarti ikn harus disegerakan dibangun dan pindah ibukota kesana bukan malah di tunda keburu jakarta tenggelam dong‍️,Sat Jan 27 17:03:36 +0000 2024,arti ikn bangun pindah ibukota kesana tunda lanjur jakarta tenggelam
214,natanremyless,@asrulgilang1 @ardi_tama1 Ya saya juga setuju pindah ibukota tapi buat kota seperti washington dc yg fokus pemerintahan IKN mau dibuat seperti jakarta yg baru Uangnya dipake buat pemerataan pembangunan kota tiap provinsi lebih saya suka si biar orang² ga ngandelin merantau ke IKN dan jakarta,Sat Jan 27 07:27:07 +0000 2024,iya tuju pindah ibukota kota washington dc fokus perintah ikn jakarta uang dipake perata bangun kota provinsi suka si biar orang ngandelin rantau kah ikn jakarta
215,AAAAAAAAAaAAfvj,@stresiffied @nesafess_ IKN tuh urgent bgt kalo menurut ku indo ini terlalu Jawa sentris kalo mau pembangunan merata peningkatan jalan sekolah dan lain lain harus diikuti peningkatan daerahnya buat hal komersil masuk ya salah satunya pindah ibukota,Sat Jan 27 13:09:03 +0000 2024,ikn urgent banget ku indonesia jawa sentris bangun tingkat jalan sekolah tingkat daerah komersil masuk iya salah pindah ibukota
216,puankelana98,@naruhika47 @tomlembong @sociotalker Keren banget ilustrasinya Btw Pak tom jg di youtube prof. Rhenald sempat kaget soal IKN krn dipikirnya ibukota hanya pindah ke kota lain yg sdh ada: Balikpapan (kyk Jerman mindahin ibukota dari Bonn ke Berlin) ternyata mau bangun kota baru sbg simbol pemerataan .,Sat Jan 27 15:23:23 +0000 2024,keren banget ilustrasi ngomong-ngomong tom youtube prof rhenald kaget ikn pikir ibukota pindah kah kota balikpapan jerman mindahin ibukota bonn kah lin nyata bangun kota simbol perata
217,gotofinance_idn,@sayakanikanhehe @lckystrikz @itbfess oleh karena itu pemerintah mau tidak mau mendanai seluruh project ikn yang tidak profitable untuk menarik investasi swasta. masalahnya disini ri project yang tidak profitable ini jumlahnya besar dan mahal. pun berkaca dari mesir dan negara lain yg buat ibukota dari 0 cont,Sat Jan 27 06:17:17 +0000 2024,perintah dana project ikn profitable tarik investasi swasta ri project profitable mahal kaca mesir negara ibukota cont
218,mursyidhadi83,@fadjroeL 1. Ibukota sekarang NURSULTAN dan nama lain sebelumnya ASTANA 2. Tgl 3 juli 2023 i~ #BungFADJROEL @penerbitkpg #RintisKemajuan #IniDiplomasi @PEDOMAN_id #Reformasi1998 #BelajarDemokrasi @ikn_id #NusantaraK,Thu Jan 25 08:15:48 +0000 2024,ibukota nursultan nama astana tanggal juli i
219,TheArieAir,ini bukan soal setuju IKN atau tidak memindahkan ibukota itu butuh biaya buesarrr dan kita tidak mampu bahkan investor pun sangat paham bagaimana sekira nasibnya kelak kita masih belum mampu secara keuangan utk pindah ibukota masih jauh dari kata mampu,Fri Jan 26 16:15:11 +0000 2024,tuju ikn pindah ibukota butuh biaya buesarrr investor paham sekira nasib kelak uang pindah ibukota
220,kejutam,@ardi_tama1 sebagai orang teknik sipil aku setuju bgt kalau ibukota harus pindah tp aku ga setuju kalau hrs pake nama IKN dengan mengorbankan berapa hektare hutan. perlu sih pindah tapi kenapa kita ga fokus dg satu kota tertentu trs kota tsb dipercantik dg melibatkan orang2 sekitar?,Sat Jan 27 05:02:34 +0000 2024,orang teknik sipil tuju banget ibukota pindah tuju pakai nama ikn korban hektare hutan sih pindah fokus kota kota cantik libat orang2
221,MuhammadDjazul1,@msaid_didu Sebelumnya ibukota akan dipindahkan ke Palangkaraya. Tapi tiba pindah ke Kaltim yg tidak pernah disebut. Ternyata belakangan kita baru tahu siapa pemilik lahan di IKN. Jadi memang ada kongkalingkong.,Fri Jan 26 06:47:17 +0000 2024,ibukota pindah kah palangkaraya pindah kah kalimantan timur nyata milik lahan ikn kongkalingkong
222,donggpunn,@ardi_tama1 klo sekedar pemindahan ibukota harusnya gak butuh waktu lama masalahnya IKN dibangun dari 0 literally lahan nya kea gitu bukan kota yang sudah ada terus grade nya dinaikin,Sat Jan 27 07:04:33 +0000 2024,dar pindah ibukota butuh ikn bangun literally lahan nya kea kota grade nya dinaikin
223,mr_adityason,@kumparan Secara de facto jakarta akan tetap jd ibukota. Secara de jure ikn cuma jd ibukota administratif.,Thu Jan 25 14:00:16 +0000 2024,adik facto jakarta ibukota adik jure ikn ibukota administratif
224,romcnticc,@undipmenfess gue anak kalimantan dari awal pembangunan ikn gue udh setuju bgt krn daerah gue tuh engga ada apa apa nya (padahal ibukota provinsi) dan gue berharap banget dengan ikn ini kota gue tuh ikut 'dibangun' juga untuk pemerataan (seperti tol),Sat Jan 27 02:57:03 +0000 2024,anak kalimantan bangun ikn tuju banget daerah nya ibukota provinsi harap banget ikn kota bangun perata tol
225,AndikKhoiri99,@BANGSAygSUJUD @GilangH_R @kurawa @alextham878 @bengkeldodo @P4P4B0W0_2024 @zy_zy_its_me @99propaganda @mimih6mei @WaktunyaIDMaju @are_inismyname @Ndons_Back Ngapain ikut pilkada DKI lagi ibukota sudah pindah di IKN bang...bang...,Sat Jan 27 13:15:09 +0000 2024,pilih kepala daerah daerah khusus ibukota ibukota pindah ikn bangbang
226,pakyubing,@ardi_tama1 Bila emg hrs pindah ibukota yg perlu dilakukan ya pake kota eksisting yg sekiranya mumpuni dan stategis untuk dikembangkan jadi ibukota. Biayanya jg lbh murah drpd bangun kota baru dari 0 yg merusak lingkungan. inget jg image IKN bagi para ASN adalah kota buangan buat mereka,Sat Jan 27 03:15:34 +0000 2024,pindah ibukota laku iya pakai kota eksisting sekira mumpuni stategis kembang ibukota biaya murah bangun kota rusak lingkung inget image ikn asn kota buang
227,stasiunbogorr,@SumitroYoel dia gatau bos bos PIK pengusaha2 properti jkt pada lari kemana wkwkk mereka dukung paslon yg nolak IKN.. why ? kalo ibukota pindah investasi properti mereka di jakarta bakal drop yg dukung 02 orkay2 yg keliatan public aja lu gatau yg underground dukung 01 berapa banyak ,Fri Jan 26 15:24:34 +0000 2024,bos bos pik pengusaha2 properti jakarta lari wkwkk dukung paslon nolak ikn why ibukota pindah investasi properti jakarta drop dukung orkay2 lihat public underground dukung
228,pilsnerian,@tamerlane9470 Untuk mengurangi beban Jakarta memang harus dibuatkan kota yg by nature sama dgn jarak yg ngga jauh2 amat. IKN itu cuma sama di status ibukota sisanya ngga karena dia bukan kota reguler yg cenderung bebas.,Sat Jan 27 15:13:50 +0000 2024,beban jakarta kota by nature jarak jauh2 ikn status ibukota sisa kota reguler cenderung bebas
229,CharlieVictor_5,@welly_albinanto @ardi_tama1 Setuju mas seharusnya IKN memang difokuskan sebagai ibukota bukan sebagai pusat perekonomian sentral menyadur proyek monumental di Indonesia bisa aja kota penyangga IKN yang diperkuat fasilitas penunjang perekonomian dan publik kayak Samarinda dan Balikpapan,Sat Jan 27 06:08:59 +0000 2024,tuju mas ikn fokus ibukota pusat ekonomi sentral sadur proyek monumental indonesia kota sangga ikn kuat fasilitas tunjang ekonomi publik kayak samarinda balikpapan
230,eucchino,@JOON_hiy kalau itu memang ga bakal berubah di masa aku hidup. cuma ya paling tidak yang di timur tidak terlalu menderita kalau harus mau ke 'pusat'. personally sih mending palangkaraya yg jadi ibukota dulu jauh sebelum IKN aku suka ide yg ini.,Fri Jan 26 17:58:36 +0000 2024,ubah hidup iya timur derita kah pusat personally sih palangkaraya ibukota ikn suka ide
231,aoi_7moon,Setuju soal daripada pemerataan melalui IKN lebih baik kota2 dari ibukota provinsi (bare minimumnya) yang diperbaiki perekonomiannya biar ngga numpuk di satu tempat. Mana dulu aku kira ganti ibukotanya ke pontianak eh taunya bikin ibukota sendiri ,Sat Jan 27 14:21:57 +0000 2024,tuju perata ikn kota2 ibukota provinsi bare minimum ekonomi biar tumpuk ganti ibukotanya kah pontianak eh tau bikin ibukota
232,eucchino,@JOON_hiy kota aku ibukota provinsi juga meskipun ga gede2 bgt wkwkw tp aku tahu kok masalahnya emang tidak berhubungan seutuhnya dgn IKN. masalah tiket ini udah bertahun2 ga selesai jg apalagi aku juga bukan orang asli jawa jadi tidak punya hubungan spiritual khusus dengan pulau itu :x,Fri Jan 26 17:35:17 +0000 2024,kota ibukota provinsi gede2 banget wkwkw hubung utuh ikn tiket bertahun2 selesai orang asli jawa hubung spiritual khusus pulau
233,KudaJantans,@ardi_tama1 Setuju IKN ibukota administrasi memang harus dipisah dengan kota ekonomi. Tapi yg tidak setuju kan proses dan bagaimana ikn dibangun.. tanpa kajian.. tanpa penjelasan.. sudah dibangun mahal takutnya malah jadi kota mati,Sat Jan 27 01:02:12 +0000 2024,tuju ikn ibukota administrasi pisah kota ekonomi tuju proses ikn bangun kaji bangun mahal takut kota mati
234,ccloudddss,@huikenn @undipmenfess Dan gasemua anak punya selera sama dan ada yg alergi laktosa. Soal ikn menurt gue lebih bagus upgrade bukan bangun baru ya tp di upgrade ibarat main game towncity harus butuh upgrade biar hasilnya lebih mksimal drpda bagun 1 ibukota yg mana ,Sat Jan 27 08:06:55 +0000 2024,gasemua anak selera alergi laktosa ikn menurt bagus upgrade bangun iya upgrade main game towncity butuh upgrade biar hasil mksimal drpda bagun ibukota
235,massmassbiassa,@naufaloco @ardi_tama1 Kalau kita mau liat ya harusnya liat juga seberapa naik warlok sekitar Jakarta mas. Kita asumsi IKN sukses ya. Depok Bekasi Tangerang segahar sekarang kan sedikit banyak karena ibukota.,Sat Jan 27 06:37:34 +0000 2024,lihat iya lihat warlok jakarta mas asumsi ikn sukses iya depok bekas tangerang gahar ibukota
236,nadiadeljn,W bukan pendukung perpindahan ibukota pemerintahan ke IKN tapi kalau emg kewujud tuh kota dan ASN-nya dipindahin kesana w berharap sistem transportasi umumnya copy-paste TJ even better. Trus kaya kereta cepat boleh jg sih LRT ama MRT jg ok Gausah pindah kesana kl bs mah,Thu Jan 25 13:07:43 +0000 2024,w dukung pindah ibukota perintah kah ikn wujud kota asnnya dipindahin kesana w harap sistem transportasi copypaste tj even better kaya kereta cepat sih lrt mrt ok gausah pindah kesana mah
237,fdmncfdmnc,@ardi_tama1 @fxmario Yang salah dari IKN adalah membangun dari awal. Padahal sejak jaman sby narasi IKN itu selalu mengembangkan kota yang sudah ada untuk di plot jadi ibukota baru.,Sat Jan 27 02:10:00 +0000 2024,salah ikn bangun jaman sby narasi ikn kembang kota plot ibukota
238,chriswilliam771,@ardi_tama1 Waktunya sekarang. Ato ga sama sekali. Siapa pun leader nya nnti. Jkt itu sdh ga layak sebagai ibukota negara. Biarlah dia jd pusat dagang. Pusat pemerintahan di ikn. Orang boleh nyinyir sekarang tp ikn akan bener terasa 10-15 tahun ke depan. Pusat negara yang bebas macet.,Sat Jan 27 08:16:10 +0000 2024,leader nya jakarta layak ibukota negara biar pusat dagang pusat perintah ikn orang nyinyir ikn asa kah pusat negara bebas macet
239,investekor,@hihihidlar @argsng @undipmenfess lah lu belom liat penjelasan dari timnasnya? ikn itu bakal dibatalkan tapi tidak sepenuhnya soalnya gabakal juga tu proyek di hambalangkan ikn ini bakal jadi kaya bogor contohnya yang disana ada istana negara untuk presiden singgah. Tapi tetep ibukota bakal di jakarta,Fri Jan 26 14:48:54 +0000 2024,lihat timnasnya ikn batal sepenuh gabakal proyek hambalangkan ikn kaya bogor contoh istana negara presiden singgah tetep ibukota jakarta
240,investekor,@hihihidlar @argsng @undipmenfess pemindahan ibukota emang udah ada wacana dari presiden sebelum2nya tapi tidak dengan mendirikan sebuah kota dari 0 dengan membabat hutan. coba jelasin dimana ikn sebagai langkah awal pemerataan?,Fri Jan 26 14:31:34 +0000 2024,pindah ibukota wacana presiden sebelum2nya buah kota babat hutan coba jelasin ikn langkah perata
241,tuantanamera,1.IKN tidak jadi prioritas 2.IKN akan ditunda. 3.IKN tidak akan di'hambalang'kan. 4.Ibukota tetap Jakarta. 5.Pembangunan istana kepresidenan di IKN akan tetap diselesaikan sifatnya akan seperti Istana Bogor atau Istana Tampak Siring.,Wed Jan 31 00:16:49 +0000 2024,ikn prioritas ikn tunda ikn dihambalangkan ibukota jakarta bangun istana presiden ikn selesai sifat istana bogor istana siring
